PartitionKey,RowKey,Timestamp,OutcomeCode,OutcomeCode@type,OutcomeDescription,OutcomeDescription@type,Owner,Owner@type,Primary,Primary@type,Secondary,Secondary@type,Senior,Senior@type,Subject,Subject@type,Syllabus,Syllabus@type,SyllabusId,SyllabusId@type
mextJp,mextJp-82V12-82102A2100000000,2023-06-22T03:14:27.678666+0000,82102A2100000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|１ 目標|(1) 日常生活に必要な国語の知識や技能を身に付けるとともに，我が国の言語文化に親しんだり理解したりすることができるようにする。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A2200000000,2023-06-22T03:14:27.678666+0000,82102A2200000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|１ 目標|(2) 順序立てて考える力や感じたり想像したりする力を養い，日常生活における人との関わりの中で伝え合う力を高め，自分の思いや考えをもつことができるようにする。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A2300000000,2023-06-22T03:14:27.678666+0000,82102A2300000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|１ 目標|(3) 言葉がもつよさを感じるとともに，楽しんで読書をし，国語を大切にして，思いや考えを伝え合おうとする態度を養う。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3000000000,2023-06-22T03:14:27.678666+0000,82102A3000000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3100000000,2023-06-22T03:14:27.678666+0000,82102A3100000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3110000000,2023-06-22T03:14:27.678666+0000,82102A3110000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3111000000,2023-06-22T03:14:27.678666+0000,82102A3111000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|ア 言葉には，事物の内容を表す働きや，経験したことを伝える働きがあることに気付くこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3112000000,2023-06-22T03:14:27.678666+0000,82102A3112000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|イ 音節と文字との関係，アクセントによる語の意味の違いなどに気付くとともに，姿勢や口形，発声や発音に注意して話すこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3113000000,2023-06-22T03:14:27.678666+0000,82102A3113000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|ウ 長音，拗《よう》音，促音，撥《はつ》音などの表記，助詞の「は」，「へ」及び「を」の使い方，句読点の打ち方，かぎ（「 」）の使い方を理解して文や文章の中で使うこと。また，平仮名及び片仮名を読み，書くとともに，片仮名で書く語の種類を知り，文や文章の中で使うこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3114000000,2023-06-22T03:14:27.678666+0000,82102A3114000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|エ 第１学年においては，別表の学年別漢字配当表（以下「学年別漢字配当表」という。）の第１学年に配当されている漢字を読み，漸次書き，文や文章の中で使うこと。第２学年においては，学年別漢字配当表の第２学年までに配当されている漢字を読むこと。また，第１学年に配当されている漢字を書き，文や文章の中で使うとともに，第２学年に配当されている漢字を漸次書き，文や文章の中で使うこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3115000000,2023-06-22T03:14:27.678666+0000,82102A3115000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|オ 身近なことを表す語句の量を増し，話や文章の中で使うとともに，言葉には意味による語句のまとまりがあることに気付き，語彙を豊かにすること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3116000000,2023-06-22T03:14:27.678666+0000,82102A3116000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|カ 文の中における主語と述語との関係に気付くこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3117000000,2023-06-22T03:14:27.678666+0000,82102A3117000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|キ 丁寧な言葉と普通の言葉との違いに気を付けて使うとともに，敬体で書かれた文章に慣れること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3118000000,2023-06-22T03:14:27.678666+0000,82102A3118000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(1) 言葉の特徴や使い方に関する次の事項を身に付けることができるよう指導する。|ク 語のまとまりや言葉の響きなどに気を付けて音読すること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3120000000,2023-06-22T03:14:27.678666+0000,82102A3120000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(2) 話や文章に含まれている情報の扱い方に関する次の事項を身に付けることができるよう指導する。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3121000000,2023-06-22T03:14:27.678666+0000,82102A3121000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(2) 話や文章に含まれている情報の扱い方に関する次の事項を身に付けることができるよう指導する。|ア 共通，相違，事柄の順序など情報と情報との関係について理解すること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3130000000,2023-06-22T03:14:27.678666+0000,82102A3130000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3131000000,2023-06-22T03:14:27.678666+0000,82102A3131000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|ア 昔話や神話・伝承などの読み聞かせを聞くなどして，我が国の伝統的な言語文化に親しむこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3132000000,2023-06-22T03:14:27.678666+0000,82102A3132000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|イ 長く親しまれている言葉遊びを通して，言葉の豊かさに気付くこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3133000000,2023-06-22T03:14:27.678666+0000,82102A3133000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|ウ 書写に関する次の事項を理解し使うこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3133100000,2023-06-22T03:14:27.678666+0000,82102A3133100000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|ウ 書写に関する次の事項を理解し使うこと。|(ｱ) 姿勢や筆記具の持ち方を正しくして書くこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3133200000,2023-06-22T03:14:27.678666+0000,82102A3133200000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|ウ 書写に関する次の事項を理解し使うこと。|(ｲ) 点画の書き方や文字の形に注意しながら，筆順に従って丁寧に書くこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3133300000,2023-06-22T03:14:27.678666+0000,82102A3133300000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|ウ 書写に関する次の事項を理解し使うこと。|(ｳ) 点画相互の接し方や交わり方，長短や方向などに注意して，文字を正しく書くこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3134000000,2023-06-22T03:14:27.678666+0000,82102A3134000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔知識及び技能〕|(3) 我が国の言語文化に関する次の事項を身に付けることができるよう指導する。|エ 読書に親しみ，いろいろな本があることを知ること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3200000000,2023-06-22T03:14:27.678666+0000,82102A3200000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔思考力，判断力，表現力等〕,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3210000000,2023-06-22T03:14:27.678666+0000,82102A3210000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔思考力，判断力，表現力等〕|Ａ 話すこと・聞くこと,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3211000000,2023-06-22T03:14:27.678666+0000,82102A3211000000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔思考力，判断力，表現力等〕|Ａ 話すこと・聞くこと|(1) 話すこと・聞くことに関する次の事項を身に付けることができるよう指導する。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3211100000,2023-06-22T03:14:27.678666+0000,82102A3211100000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔思考力，判断力，表現力等〕|Ａ 話すこと・聞くこと|(1) 話すこと・聞くことに関する次の事項を身に付けることができるよう指導する。|ア 身近なことや経験したことなどから話題を決め，伝え合うために必要な事柄を選ぶこと。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3211200000,2023-06-22T03:14:27.678666+0000,82102A3211200000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔思考力，判断力，表現力等〕|Ａ 話すこと・聞くこと|(1) 話すこと・聞くことに関する次の事項を身に付けることができるよう指導する。|イ 相手に伝わるように，行動したことや経験したことに基づいて，話す事柄の順序を考えること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
mextJp,mextJp-82V12-82102A3211300000,2023-06-22T03:14:27.678666+0000,82102A3211300000,String,４ 学校の道徳教育の全体計画や道徳教育に関する諸活動などの情報を積極的に公表したり，道徳教育の充実のために家庭や地域の人々の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。|別表 学年別漢字配当表|第２ 各学年の目標及び内容|〔第１学年及び第２学年〕|２ 内容|〔思考力，判断力，表現力等〕|Ａ 話すこと・聞くこと|(1) 話すこと・聞くことに関する次の事項を身に付けることができるよう指導する。|ウ 伝えたい事柄や相手に応じて，声の大きさや速さなどを工夫すること。,String,MEXT of Japan,String,True,Boolean,False,Boolean,False,Boolean,小学校|国語,String,小学校 学習指導要領（平成29年告示版）,String,82V12,String
